"Details","Record ID","Ticket Number","Building","Return Site","Repair Type","Serial Number","Repair Device","Asset Tag","Internal Technician Name","Student Name","Repair Status","In House Status","Warranty Status","Created By","Last Modified Date"
"","68685","V0068685","GVL","","In-House","VIVATEST82Test","VT Chromebook","","Demo Testing Edit","","Intake","Intake","","demo_adminsuper@vivacitytech.com","06-23-2024 01:13:56"
"","68684","V0068684","GVL","","In-House","VIVATEST82Test","VT Chromebook","","Demo Testing Edit","","Intake","Intake","","Maleja Duque","06-23-2024 01:11:24"
"","68683","V0068683","GVL","","In-House","VIVATEST91Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Testing Edit","","Intake","Intake","","Maleja Duque","06-23-2024 01:01:53"
"","68674","V0068674","Greenville Warehouse","","In-House","P206P12Test","Lenovo ThinkPad C14 Gen 1 Chromebook - Intel/8GB/256GB - Non-Touch","3","Aaron Chinander","","Intake","Intake","","demo_adminvivacity@vivacitytech.com","06-22-2024 21:23:55"
"","68673","V0068673","Greenville Warehouse","","In-House","P206XP41Test","Vivacity Tech Demo Chromebook - Intel/4GB/16GB - Non-Touch","673TY","Corey Tester A","","Intake","Intake","","demo_adminvivacity@vivacitytech.com","06-22-2024 21:22:59"
"","68669","V0068669","Greenville Warehouse","","In-House","1CD1000002Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","673TY","Corey Tester A","","Intake","Intake","","demo_adminvivacity@vivacitytech.com","06-22-2024 21:17:33"
"","68666","V0068666","Greenville Warehouse","","In-House","P206XP14Test","Lenovo ThinkPad C14 Gen 1 Chromebook - Intel/8GB/256GB - Non-Touch","673TY","Aaron Chinander","","Waiting_on_Repair_Approval","Intake","","demo_adminvivacity@vivacitytech.com","06-22-2024 21:14:16"
"","68654","V0068654","Greenville Warehouse","","In-House","P206XP41Test","Vivacity Tech Demo Chromebook - Intel/4GB/16GB - Non-Touch","673TY","Corey Tester A","","Waiting_on_Repair_Approval","Complete","","demo_adminvivacity@vivacitytech.com","06-22-2024 21:07:18"
"","68653","V0068653","Carlson Elementary","","In-House","P206XP41Test","Vivacity Tech Demo Chromebook - Intel/4GB/16GB - Non-Touch","673TY","test","","Intake","Intake","","demo_adminsuper@vivacitytech.com","06-22-2024 19:53:31"
"","68652","V0068652","Carlson Elementary","","In-House","P206P12Test","Lenovo ThinkPad C14 Gen 1 Chromebook - Intel/8GB/256GB - Non-Touch","3","Aaron Chinander","","Intake","Intake","","demo_adminsuper@vivacitytech.com","06-22-2024 19:43:35"
"","68651","V0068651","Carlson Elementary","","In-House","P206XP41Test","Vivacity Tech Demo Chromebook - Intel/4GB/16GB - Non-Touch","673TY","Demo Testing Edit","","Intake","Intake","","demo_adminsuper@vivacitytech.com","06-22-2024 19:42:40"
"","68648","V0068648","Carlson Elementary","","In-House","1CD1000002Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","673TY","Akash Deep Bhattacharyya","","Intake","Intake","","demo_adminschooldistrict@vivacitytech.com","06-22-2024 19:12:09"
"","68572","V0068572","Remote Cloud Campus","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Demo Testing Edit","","InHouse","Complete","","Conan Malady","06-21-2024 21:26:07"
"","67339","V0067339","Greenville Warehouse","","In-House","VIVATEST99Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Testing Edit","","Intake","Intake","","demo_adminsuper@vivacitytech.com","06-11-2024 21:38:47"
"","67292","V0067292","Humphrey High","","In-House","VIVATEST57Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Testing Edit","","Intake","Intake","","demo_adminsuper@vivacitytech.com","06-11-2024 21:13:08"
"","67289","V0067289","Humphrey High","","In-House","VIVATEST57Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Testing Edit","","Intake","Intake","","demo_adminsuper@vivacitytech.com","06-11-2024 21:12:30"
"","67263","V0067263","Proterworth","","In-House","VIVATEST34Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Testing Edit","","Intake","Intake","","Conan Malady","06-11-2024 21:00:52"
"","66929","V0066929","GVL","","In-House","VIVATEST51Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Testing Edit","","Waiting_on_Repair_Approval","Intake","","Conan Malady","06-08-2024 03:03:04"
"","66721","V0066721","GVL","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Demo Testing Edit","","InHouse","Intake","","Conan Malady","06-07-2024 23:48:38"
"","66720","V0066720","GVL","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Demo Testing Edit","","InHouse","Intake","","Conan Malady","06-07-2024 23:48:36"
"","66712","V0066712","GVL","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Luke","","InHouse","Intake","","Conan Malady","06-07-2024 23:48:35"
"","57426","V0057426","","","In-House","VIVATEST28Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Akash","","Repair","Complete","","demo_adminvivacity@vivacitytech.com","06-07-2024 00:07:53"
"","66637","V0066637","Remote Cloud Campus","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Aaron Chinander","","Waiting_on_Repair_Approval","Intake","","Conan Malady","06-06-2024 23:59:06"
"","66550","V0066550","Johnson Middle School","","In-House","P206XP14Test","Lenovo ThinkPad C14 Gen 1 Chromebook - Intel/8GB/256GB - Non-Touch","673TY","test name","","Waiting_on_Repair_Approval","Complete","","demo_adminsuper@vivacitytech.com","06-06-2024 04:19:07"
"","66199","V0066197","Greenville Warehouse","","In-House","P206XP41Test","Vivacity Tech Demo Chromebook - Intel/4GB/16GB - Non-Touch","673TY","Test","","Complete","Intake","","demo_adminsuper@vivacitytech.com","06-04-2024 23:21:23"
"","65970","V0065970","GVL","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Aaron Chinander","","Part_Queue","Intake","","Conan Malady","06-03-2024 21:53:43"
"","65835","V0065835","GVL","","In-House","VIVATEST59Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Akash","","Waiting_on_Repair_Approval","Intake","","","05-31-2024 20:57:43"
"","65822","V0065822","GVL","","In-House","P206P12Test","Lenovo ThinkPad C14 Gen 1 Chromebook - Intel/8GB/256GB - Non-Touch","3","Aaron Chinander","","Waiting_on_Repair_Approval","Intake","","Conan Malady","05-31-2024 20:02:20"
"","65685","V0065685","","Little Free Library","In-House","VIVATEST51Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","","","Pending_Repair_Box","Intake","Non_Warranty","demo_repairtech@vivacitytech.com","05-31-2024 00:29:36"
"","65678","V0065678","GVL","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Aaron Chinander","","Waiting_on_Repair_Approval","Intake","","Conan Malady","05-31-2024 00:06:39"
"","65447","V0065446","GVL","","In-House","VIVATEST79Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Aaron Chinander","","Waiting_on_Repair_Approval","Intake","","Conan Malady","05-30-2024 02:49:28"
"","65435","V0065435","","","In-House","VIVATEST28Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Akash","","Waiting_on_Repair_Approval","Intake","","demo_adminsuper@vivacitytech.com","05-30-2024 01:48:37"
"","65411","V0065411","","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Aaron Chinander","","Complete","Intake","","Conan Malady","05-29-2024 23:44:52"
"","65340","V0065340","123 TestMalejawjqnejqe","","In-House","VIVATEST0Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Aaron Chinander","","Waiting_on_Repair_Approval","Intake","","Sohan Saini","05-29-2024 19:44:07"
"","65300","V0065300","GVL","","In-House","VIVATEST91Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Akash","","Intake","Intake","","demo_adminsuper@vivacitytech.com","05-29-2024 18:20:51"
"","65299","V0065299","GVL","","In-House","VIVATEST53Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Akash","","Intake","Intake","","Jason Emricson","05-29-2024 18:19:36"
"","65298","V0065298","Carlson Elementary","","In-House","VIVATEST28Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Akash","","Intake","Intake","","demo_adminsuper@vivacitytech.com","05-29-2024 18:18:44"
"","64978","V0064978","GVL","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Aaron Chinander","","Intake","Intake","","Conan Malady","05-24-2024 23:08:03"
"","64974","V0064974","GVL","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Aaron Chinander","","Intake","Intake","","Conan Malady","05-24-2024 23:05:17"
"","63356","V0063356","","","In-House","VIVATEST34Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Test","","Complete","Intake","","Maleja Duque","05-23-2024 23:13:01"
"","63991","V0063991","Remote Cloud Campus","","In-House","VIVATEST53Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Aaron Chinander","","Complete","Intake","","Conan Malady","05-23-2024 23:11:27"
"","64709","V0064709","GVL","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Aaron Chinander","","Complete","Intake","","Conan Malady","05-23-2024 23:10:40"
"","62360","V0062360","Remote Cloud Campus","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Aaron Chinander","","Waiting_on_Repair_Approval","Intake","","Conan Malady","05-22-2024 00:42:21"
"","63507","V0063507","GVL","","In-House","VIVATEST91Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Akash","","Waiting_on_Repair_Approval","Intake","","Chase Roberts","05-20-2024 21:11:53"
"","59924","V0059924","","","In-House","VIVATEST58Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Aaron Chinander","","Complete","Intake","","Conan Malady","05-14-2024 02:19:41"
"","62358","V0062358","Carlson Elementary","","In-House","VIVATEST51Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Jason Emricson","","Waiting_on_Repair_Approval","Intake","","Madhuri Ravilla","05-14-2024 01:59:15"
"","62357","V0062357","Dream Building","","In-House","VIVATEST82Test","VT Chromebook","","Akash","","Intake","Intake","","Madhuri Ravilla","05-14-2024 01:58:03"
"","61338","V0061338","Remote Cloud Campus","","In-House","VIVATEST25Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","","","Waiting_on_Repair_Approval","Intake","","Conan Malady","05-09-2024 01:52:15"
"","60928","V0060928","","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Sohan Saini","","Waiting_on_Repair_Approval","Intake","","Madhuri Ravilla","05-06-2024 19:37:00"
"","60927","V0060927","CCDream Test1","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Akash","","Intake","Intake","","Madhuri Ravilla","05-06-2024 19:23:45"
"","60922","V0060922","GVL","","In-House","VIVATEST99Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Sohan Saini","","Waiting_on_Repair_Approval","Intake","","Maleja Duque","05-06-2024 19:10:43"
"","60791","V0060791","Remote Cloud Campus","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Aaron Chinander","","Repair","Intake","","Conan Malady","05-03-2024 21:12:47"
"","59970","V0059970","","Sejong Academy II","In-House","VIVATEST5Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","","","Waiting_on_Repair_Approval","Intake","Non_Warranty","demo_adminvivacity@vivacitytech.com","05-01-2024 00:03:55"
"","59735","V0059735","Remote Cloud Campus","","In-House","VIVATEST28Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Aaron Chinander","","Complete","Intake","","Conan Malady","04-30-2024 21:18:55"
"","59620","V0059620","123 TestMalejawjqnejqe","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Aaron Chinander","","Intake","Intake","","demo_adminvivacity@vivacitytech.com","04-29-2024 15:25:52"
"","59619","V0059619","GVL","","In-House","P206P12Test","Lenovo ThinkPad C14 Gen 1 Chromebook - Intel/8GB/256GB - Non-Touch","3","Aaron Chinander","","Waiting_on_Repair_Approval","Intake","","demo_adminvivacity@vivacitytech.com","04-29-2024 15:23:26"
"","59618","V0059618","GVL","","In-House","P206P12Test","Lenovo ThinkPad C14 Gen 1 Chromebook - Intel/8GB/256GB - Non-Touch","3","Aaron Chinander","","Intake","Intake","","demo_adminvivacity@vivacitytech.com","04-29-2024 15:23:01"
"","58524","V0058524","Remote Cloud Campus","","In-House","VIVATEST91Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Aaron Chinander","","Repair","Intake","","Conan Malady","04-26-2024 21:21:17"
"","59359","V0059359","Remote Cloud Campus","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Aaron Chinander","","Part_Queue","Intake","","Conan Malady","04-26-2024 21:20:17"
"","59314","V0059314","Building Three","","In-House","VIVATEST58Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Test","","Intake","Intake","","Mohammed Raja","04-26-2024 11:38:01"
"","59295","V0059295","Greenville Warehouse","","In-House","VIVATEST90Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Akash","","Waiting_on_Repair_Approval","Intake","","demo_adminvivacity@vivacitytech.com","04-26-2024 00:57:33"
"","56087","V0056087","Remote Cloud Campus","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Aaron Chinander","","Complete","Complete","","Conan Malady","04-23-2024 23:25:10"
"","56913","V0056913","","","In-House","VIVATEST28Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Aaron Chinander","","Waiting_on_Repair_Approval","Part_Queue","","Conan Malady","04-20-2024 02:34:40"
"","57173","V0057173","Remote Cloud Campus","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Aaron Chinander","","Repair","Repair","","Conan Malady","04-17-2024 01:50:36"
"","56916","V0056916","GVL","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Aaron Chinander","","Repair","Repair","","Conan Malady","04-16-2024 22:01:49"
"","56694","V0056694","Dream Building","","In-House","VIVATEST28Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Test","","Closed","Complete","","demo_adminvivacity@vivacitytech.com","04-15-2024 23:57:40"
"","56696","V0056696","Adams Elementary","","In-House","VIVATEST91Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Philip Kim","","Repair","Repair","","demo_adminvivacity@vivacitytech.com","04-15-2024 23:25:41"
"","56667","V0056667","GVL","","In-House","VIVATEST0Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Sohan Saini","","Waiting_on_Repair_Approval","Part_Queue","","demo_adminvivacity@vivacitytech.com","04-15-2024 20:48:59"
"","56656","V0056656","GVL","","In-House","VIVATEST79Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Jason Emricson","","Waiting_on_Repair_Approval","Part_Queue","","demo_adminvivacity@vivacitytech.com","04-15-2024 20:32:58"
"","56645","V0056645","Carlson Elementary","","In-House","VIVATEST51Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Akash","","Waiting_on_Repair_Approval","Part_Queue","","demo_repairtech@vivacitytech.com","04-15-2024 19:49:56"
"","56158","V0056158","GVL","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Aaron Chinander","","Closed","Complete","","Conan Malady","04-15-2024 19:39:16"
"","56643","V0056643","GVL2","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Aaron Chinander","","Part_Queue","Part_Queue","","Conan Malady","04-15-2024 19:27:18"
"","56642","V0056642","GVL2","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Aaron Chinander","","Part_Queue","Part_Queue","","Conan Malady","04-15-2024 19:19:59"
"","56272","V0056272","Building Two","","In-House","VIVATEST99Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Akash","","Waiting_on_Repair_Approval","Part_Queue","","demo_repairtech@vivacitytech.com","04-15-2024 06:29:32"
"","56335","V0056335","","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Aaron Chinander","","Complete","Complete","","Conan Malady","04-12-2024 20:37:36"
"","56216","V0056216","","","In-House","VIVATEST58Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Edit Test","","Complete","Complete","","Maleja Duque","04-12-2024 20:27:45"
"","56257","V0056257","123 TestMalejawjqnejqe","","In-House","VIVATEST46Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Akash","","Waiting_on_Repair_Approval","Part_Queue","","demo_adminvivacity@vivacitytech.com","04-12-2024 02:23:42"
"","56256","V0056256","GVL","","In-House","VIVATEST51Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Sohan Saini","","Waiting_on_Repair_Approval","Part_Queue","","demo_adminvivacity@vivacitytech.com","04-12-2024 02:21:45"
"","56241","V0056241","CCDream Test1","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Aaron Chinander","","Waiting_on_Repair_Approval","Part_Queue","","demo_adminvivacity@vivacitytech.com","04-12-2024 02:09:20"
"","56233","V0056233","Carlson Elementary","","In-House","VIVATEST40Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Aaron Chinander","","Waiting_on_Repair_Approval","Part_Queue","","demo_adminvivacity@vivacitytech.com","04-12-2024 01:49:10"
"","56226","V0056226","GVL","","In-House","VIVATEST91Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Edit Test","","Waiting_on_Repair_Approval","Part_Queue","","Maleja Duque","04-12-2024 01:21:17"
"","56222","V0056222","GVL","","In-House","VIVATEST91Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Test","","Waiting_on_Repair_Approval","Part_Queue","","Maleja Duque","04-12-2024 01:17:40"
"","56220","V0056220","GVL","","In-House","VIVATEST91Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Test","","Intake","Intake","","Maleja Duque","04-12-2024 01:10:09"
"","56219","V0056219","Dream Building","","In-House","VIVATEST119Test","VT Chromebook","""0HOpc*q<x","Test","","Intake","Intake","","Maleja Duque","04-12-2024 01:06:37"
"","51463","V0051463","GVL","","In-House","VIVATEST44Test","VT Chromebook","","Demo Test","","Repair","Repair","","Dream","04-11-2024 21:54:07"
"","52298","V0052298","","","In-House","VIVATEST25Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Akash","","Complete","Complete","","Conan Malady","04-11-2024 21:15:35"
"","55941","V0055941","GVL","","In-House","VIVATEST5Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Demo Test","","Waiting_on_Repair_Approval","Part_Queue","","Maleja Duque","04-11-2024 01:51:25"
"","55912","V0055912","GVL","","In-House","VIVATEST20Test","VT Chromebook","","Test","","Intake","Intake","","madhuriravilla","04-10-2024 23:54:29"
"","55898","V0055898","Remote Cloud Campus","","In-House","VIVATEST98Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Aaron Chinander","","Complete","Complete","","Conan Malady","04-10-2024 23:12:12"
"","55852","V0055852","GVL","","In-House","VIVATEST41Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Test","","Intake","Intake","","madhuriravilla","04-10-2024 21:36:35"
"","55755","V0055755","GVL","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Aaron Chinander","","Part_Queue","Part_Queue","","Conan Malady","04-10-2024 02:19:07"
"","55522","V0055522","GVL","","In-House","VIVATEST79Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Nancy Stewart","","Waiting_on_Repair_Approval","Part_Queue","","Maleja Duque","04-09-2024 03:37:24"
"","55325","V0055325","JFK Junior High","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Aaron Chinander","","Part_Queue","Part_Queue","","Conan Malady","04-09-2024 00:02:52"
"","55269","V0055269","GVL","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Aaron Chinander","","Part_Queue","Part_Queue","","Conan Malady","04-08-2024 19:04:39"
"","55262","V0055262","Greenville Warehouse","","In-House","VIVATEST138Test","VT Chromebook","y9E0|4(""4]","Akash","","Intake","Intake","","Sohan Saini","04-06-2024 11:58:18"
"","55261","V0055261","GVL","","In-House","1100901Test","VT Chromebook","12333","Aaron Chinander","","Intake","Intake","","Sohan Saini","04-06-2024 11:49:24"
"","54962","V0054962","GVL","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Aaron Chinander","","Part_Queue","Part_Queue","","Conan Malady","04-04-2024 23:13:39"
"","54961","V0054961","GVL","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Aaron Chinander","","Waiting_on_Repair_Approval","Part_Queue","","Conan Malady","04-04-2024 23:12:11"
"","54899","V0054899","Dream Building","","In-House","VIVATEST28Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Sohan Saini","","Waiting_on_Repair_Approval","Part_Queue","","demo_adminvivacity@vivacitytech.com","04-04-2024 02:04:14"
"","54898","V0054898","Carlson Elementary","","In-House","VIVATEST91Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Akash","","Intake","Intake","","demo_adminvivacity@vivacitytech.com","04-04-2024 01:36:23"
"","54897","V0054897","Carlson Elementary","","In-House","VIVATEST119Test","VT Chromebook","""0HOpc*q<x","Test","","Intake","Intake","","demo_adminvivacity@vivacitytech.com","04-04-2024 01:35:55"
"","54820","V0054820","Midway High","","In-House","P206P12Test","Lenovo ThinkPad C14 Gen 1 Chromebook - Intel/8GB/256GB - Non-Touch","3","Sohan Saini","","Intake","Intake","","demo_adminschooldistrict@vivacitytech.com","04-03-2024 10:47:28"
"","54819","V0054819","Dream Building","","In-House","1100907Test","Vivacity Tech Demo Chromebook - Intel/4GB/16GB - Non-Touch","12365","Test","","Intake","Intake","","demo_adminschooldistrict@vivacitytech.com","04-03-2024 10:45:44"
"","54807","V0054807","GVL","","In-House","VIVATEST0Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","","","Waiting_on_Repair_Approval","Part_Queue","","Conan Malady","04-03-2024 02:41:15"
"","54806","V0054806","Remote Cloud Campus","","In-House","VIVATEST55Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","5678","Aaron Chinander","","Waiting_on_Repair_Approval","Part_Queue","","Conan Malady","04-03-2024 02:35:17"
"","54805","V0054805","GVL","","In-House","VIVATEST41Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Akash","","Waiting_on_Repair_Approval","Part_Queue","","demo_adminvivacity@vivacitytech.com","04-03-2024 02:21:04"
"","54803","V0054803","Greenville Warehouse","","In-House","VIVATEST79Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","setset","","Waiting_on_Repair_Approval","Part_Queue","","demo_adminschooldistrict@vivacitytech.com","04-03-2024 02:11:34"
"","54804","V0054804","Carlson Elementary","","In-House","VIVATEST20Test","VT Chromebook","","Test","","Intake","Intake","","demo_adminschooldistrict@vivacitytech.com","04-03-2024 02:10:58"
"","54802","V0054802","Dream Building","","In-House","VIVATEST25Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Sohan Saini","","Intake","Intake","","demo_adminschooldistrict@vivacitytech.com","04-03-2024 02:07:22"
"","54801","V0054801","GVL","","In-House","VIVATEST0Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Aaron Chinander","","Waiting_on_Repair_Approval","Part_Queue","","Conan Malady","04-03-2024 02:05:37"
"","54796","V0054796","GVL","","In-House","VIVATEST91Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Eli Maloley","","Waiting_on_Repair_Approval","Part_Queue","","Maleja Duque","04-03-2024 01:39:49"
"","54723","V0054719","Building Three","","In-House","VIVATEST91Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Edit Test","","Waiting_on_Repair_Approval","Part_Queue","","Maleja Duque","04-02-2024 04:08:46"
"","54706","V0054706","GVL","","In-House","VIVATEST57Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Aaron Chinander","","Waiting_on_Repair_Approval","Part_Queue","","Conan Malady","04-02-2024 02:23:33"
"","54704","V0054704","GVL","","In-House","VIVATESTTest","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Sohan Saini","","Waiting_on_Repair_Approval","Part_Queue","","Maleja Duque","04-02-2024 01:43:21"
"","54703","V0054703","GVL","","In-House","VIVATEST58Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Test","","Waiting_on_Repair_Approval","Part_Queue","","Maleja Duque","04-02-2024 01:40:37"
"","54702","V0054702","GVL","","In-House","VIVATEST41Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Aaron Chinander","","Waiting_on_Repair_Approval","Part_Queue","","Conan Malady","04-02-2024 01:37:29"
"","54701","V0054701","GVL","","In-House","VIVATEST34Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Akash","","Waiting_on_Repair_Approval","Part_Queue","","Conan Malady","04-02-2024 01:34:52"
"","54700","V0054700","GVL","","In-House","VIVATEST28Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Test","","Waiting_on_Repair_Approval","Part_Queue","","Maleja Duque","04-02-2024 01:29:45"
"","54691","V0054691","GVL","","In-House","VIVATEST79Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Akash","","Waiting_on_Repair_Approval","Part_Queue","","Conan Malady","04-01-2024 23:49:14"
"","53437","V0053437","","","In-House","VIVATEST80Test","VT Chromebook","","Nancy Stewart","","Waiting_on_Repair_Approval","Part_Queue","","Chase Roberts","03-27-2024 02:20:54"
"","49697","V0049697","GVL","","In-House","12345619","VT Chromebook","12345619","","","Closed","Complete","","Conan Malady","03-25-2024 23:32:09"
"","51803","V0051803","Remote Cloud Campus","","In-House","VIVATEST99Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Akash","","Closed","Complete","","Conan Malady","03-25-2024 23:31:48"
