"Ticket Number","Building","Repair Type","Serial Number","Repair Device","Asset Tag","Repair Status","Student Name","Created By"
"VAL2023100311501960","","Vivacity","VIVATEST130Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","(8Mkphe#XH","Closed","","Dream"
"VAL2023100311412680","Building Three","Vivacity","VIVATEST104Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","d/!$F[M""8d","Box_Created","","Dream"
"VAL202310031138152","Saint Paul Warehouse","Vivacity","VIVATEST103Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","BqQN5pks'?","Box_Created","","Dream"
"VAL2023100310523188","Saint Paul Warehouse","Vivacity","VIVATEST102Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","qZ4ztZAaci","Closed","","Dream"
"VAL202310031030122","Building Three","Vivacity","VIVATEST180Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","`gBX*""!gkj","Closed","","Dream"
"VAL2023100310281279","Building Three","Vivacity","VIVATEST180Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","`gBX*""!gkj","Box_Created","","Dream"
"VAL20231003102709100","Building Three","Vivacity","VIVATEST180Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","`gBX*""!gkj","Box_Created","","Dream"
"VAL2023100308154043","Building Three","Vivacity","VIVATEST128Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","4MvJ*d)P>)","Box_Created","","Dream"
"VAL2023100214573378","Midway Elementary","Vivacity","VIVATEST126Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","*&Z5Z`*L*<","Box_Created","","Conan Malady"
"VAL2023100215313265","Building Three","Vivacity","VIVATEST127Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","#-T7Q}C-3z","Box_Created","","Dream"
"VAL2023100209045660","Midway Middle","Vivacity","VIVATEST82Test","VT Chromebook","","Box_Created","",""
"VAL2023100213533764","","Vivacity","11879","Vivacity Tech Test Chromebook - Intel/4GB/16GB - Non-Touch/2in1/WFC/LTE","79","Box_Created","","Dream"
"VAL2023100208310282","","Vivacity","86235","HP Chromebook 14 ca070nr - Intel/4GB/32GB - Touch","86235","Part_Queue","","Dream"
"VAL2023100213190245","Saint Paul Warehouse","Vivacity","P20XP102Test","Vivacity Tech Demo Chromebook - Intel/4GB/16GB - Non-Touch","Lg.2ZOl$/y","Box_Created","","Dream"
"VAL2023100213171599","Building Three","Vivacity","856324gzTest","VT Chromebook","test123","Box_Created","","Dream"
"VAL2023100212582228","Building Three","Vivacity","VIVATEST68Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","21","Box_Created","","Dream"
"VAL2023100208590277","Saint Paul Warehouse","Vivacity","VIVATEST11Test","VT Chromebook","3312","Box_Created","","Dream"
"VAL2023092913400219","Repair Center 23","Vivacity","VIVATEST40Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Claim_Overage","",""
"VAL2023092910272750","Repair Center 23","Vivacity","VIVATEST63Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Box_Created","","Conan Malady"
"VAL2023092909580997","Repair Center 23","Vivacity","VIVATEST47Test","VT Chromebook","","Box_Created","","Conan Malady"
"VAL202309281228581","Remote Cloud Campus","Vivacity","12345619","VT Chromebook","12345619","Box_Created","","Conan Malady"
"VAL2023092809261791","Remote Cloud Campus","Vivacity","12345629","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","12345629","Box_Created","","Conan Malady"
"VAL2023092810421634","","Vivacity","12345689","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","12345689","Box_Created","","Dream"
"VAL2023092814494430","","Vivacity","123461AC","HP Chromebook 11MK G9 EE - MediaTek/4GB/32GB - Non-Touch","673TtY","Closed","","Dream"
"VAL2023092814485028","","Vivacity","5CD83049TGTest","HP Chromebook 11 G6 EE - Intel/4GB/16GB - Touch","4813932","Box_Created","","Dream"
"VAL20230927115502100","GVL2","Vivacity","P206XP14Test","Lenovo ThinkPad C14 Gen 1 Chromebook - Intel/8GB/256GB - Non-Touch","673TY","Closed","","Dream"
"VAL2023092709184415","Remote Cloud Campus","Vivacity","P206XP56Test","Vivacity Tech Demo Chromebook - Intel/4GB/16GB - Non-Touch",";CMtHWVBC)","Closed","","Conan Malady"
"VAL2023092708352929","","Vivacity","1100909Test","VT Chromebook","TestTag","Box_Created","","Conan Malady"
"VAL2023092715143245","Saint Paul Warehouse","Vivacity","P206P12Test","Lenovo ThinkPad C14 Gen 1 Chromebook - Intel/8GB/256GB - Non-Touch","3","Closed","","Dream"
"VAL2023092616121593","Greenville Warehouse","Vivacity","P206P17Test","Lenovo ThinkPad C14 Gen 1 Chromebook - Intel/8GB/256GB - Non-Touch","TestTag","Intake_Queue","","Conan Malady"
"VAL2023092612481363","VT Greenville","Vivacity","VIVATEST80Test","VT Chromebook","","Box_Created","","Conan Malady"
"VAL2023092609444024","VT Greenville","Vivacity","zxcvbnTest","Asus Chromebook 11 C201PA-DS01 - Rockchip/2GB/16GB - Non-Touch","assasd","Box_Created","","Conan Malady"
"VAL2023092609211330","VT Greenville","Vivacity","VIVATEST91Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","TestTag","Box_Created","","Conan Malady"
"VAL2023092609152459","VT Greenville","Vivacity","VIVATEST0Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Box_Created","","Conan Malady"
"VAL2023092610054138","GVL2","Vivacity","98765vhTest","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","test1555a1321313121","Intake_Queue","","Dream"
"VAL2023092516083966","Remote Cloud Campus","Vivacity","VIVATEST50Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Box_Created","","Conan Malady"
"VAL2023092513041856","Remote Cloud Campus","Vivacity","VIVATEST70Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Box_Created","","Conan Malady"
"VAL2023092016520034","GVL2","Vivacity","VIVATEST57Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Closed","","Dream"
"VAL2023092016443685","GVL2","Vivacity","VIVATEST61Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Box_Created","","Dream"
"VAL2023091415472692","Saint Paul Warehouse","Vivacity","VIVATEST66Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Part_Queue","","Dream"
"VAL2023091109401072","GVL2","Vivacity","VIVATEST90Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Intake_Queue","","Conan Malady"
"VAL2023091109535936","","Vivacity","VIVATEST77Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Box_Created","","Dream"
"VAL2023091109495725","","Vivacity","VIVATEST9Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Box_Created","","Dream"
"VAL2023090819363264","","Vivacity","213213124Test","VT Chromebook","26","Box_Created","","Dream"
"VAL2023090815353220","Saint Paul Warehouse","Vivacity","VIVATEST78Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","asd543","Box_Created","","Dream"
"VAL2023090722364118","","Vivacity","VIVATEST32Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","1234789","Box_Created","","Dream"
"VAL2023090715354416","Saint Paul Warehouse","Vivacity","VIVATEST46Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Box_Created","","Dream"
"VAL2023090613134451","Building Three","Vivacity","VIVATEST19Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Box_Created","","Dream"
"VAL2023083110221255","","Vivacity","VIVATEST79Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Intake_Queue","","Dream"
"VAL2023083110174160","","Vivacity","VIVATEST59Test","Dell Chromebook 11 3100 - Intel/4GB/32GB - Non-Touch","","Box_Created","","Dream"
"VAL2023083019501627","","Vivacity","VIVATEST23Test","VT Chromebook","8","Box_Created","","Dream"
"VAL2023083015584822","Saint Paul Warehouse","Vivacity","VIVATEST26Test","VT Chromebook","12345612345612","Box_Created","","Dream"
"VAL2023082913435221","","Vivacity","98765Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","673TY","Box_Created","","Conan Malady"
"VAL2023082521305937","Building Three","Vivacity","P206XP40Test","Vivacity Tech Demo Chromebook - Intel/4GB/16GB - Non-Touch","ClWL!F""""Zo","Box_Created","","Dream"
"VAL2023082414392491","Remote Cloud Campus","Vivacity","1CD1000007Test","Vivacity Tech Demo Chromebook - Intel/4GB/16GB - Non-Touch","12387","Box_Created","","Dream"
"VAL2023082414351964","","Vivacity","P206P18Test","Lenovo ThinkPad C14 Gen 1 Chromebook - Intel/8GB/256GB - Non-Touch","xb*wLw2""Cp","Claim_Overage","","Dream"
"VAL2023082414331813","","Vivacity","P206P19Test","Lenovo ThinkPad C14 Gen 1 Chromebook - Intel/8GB/256GB - Non-Touch","1h7A[Wp<KE","Box_Created","","Dream"
"VAL2023082412204728","","Vivacity","1CD1000002Test","HP Chromebook 14-ca023nr - Intel/4GB/32GB - Non-Touch","673TY","Complete","","Dream"
